Numero de producto;Nombre de producto;Unidad de medida de ventas;Nombre Grupo
3001230;VICAFIL TF 1669 x 20 KGS;Und;JABONES TREFILACION
5000626;TARJETA CPU PARA DYNAMELT;Und;REPUESTOS HOT MELT
5000627;TARJETA CPU QUATRO;Und;REPUESTOS HOT MELT
5001139;MODL,APPL,DYNACOLD ADHESIVE DISPENSING VALVE;Und;REPUESTOS HOT MELT
5001140;VALVULA SOLENOIDE 220 V.A.C;Und;REPUESTOS HOT MELT
5000628;TARJETA ELECTRICA;Und;REPUESTOS HOT MELT
5000629;TARJETA ELECTRONICA;Und;REPUESTOS HOT MELT
5000630;TARJETA ELECTRONICA V5, DMM;Und;REPUESTOS HOT MELT
5001144;ELECTRONIC PC BOARD PG 1 / CB1 / CPL;Und;REPUESTOS FINISHING
5001145;CTRL PANEL ASSY,DYNAMINI -CONTROL PANEL ASSEMBLY;Und;REPUESTOS HOT MELT
5001146;AIRMTR ASY,PSTNPMP,DM -AIR MOTOR FOR HOT MELT AD;Und;REPUESTOS HOT MELT
5001147;KIT,REPAIR,RLFVLV 101840 -REPAIR KIT FOR RELIEF VAL;Und;REPUESTOS HOT MELT
5000633;TERM, RING 22-16,06;Und;REPUESTOS HOT MELT
5000634;TERMOMETRO 0-110 C;Und;REACTIVOS
5001150;GSKT,COLLAR,S05/10/DMIN;Und;REPUESTOS HOT MELT
5000635;TERMOSTATO SOBRE TEMPERATURA;Und;REPUESTOS HOT MELT
3000874;ALLBRITE BLACK 2000 B x 20 KGS;Und;ADITIVOS FABRICADOS
5001152;INSUL/SPCR,.25 THK INSULATION/SPACER OF POLY;Und;REPUESTOS HOT MELT
5001153;SPCR,INS,.33 X ,.75 THK;Und;REPUESTOS HOT MELT
5001154;WSHR, INSUL,.328 X .750;Und;REPUESTOS HOT MELT
5001155;FTG,SKT PLUG,#10 O-SEAL;Und;REPUESTOS HOT MELT
5001156;PRSR GA/SEAL,1000 PSI;Und;REPUESTOS HOT MELT
3000657;TADALFOC HFC 460 x 220 KGS;Und;LUBRICANTES COMERCIA
5001157;FTG,ADPTR,SWL,6JX1/4MPT;Und;REPUESTOS HOT MELT
5001460;PROYECTO INDUSTRIAS ALVI;;PLANTA TTO DE AGUAS
5001159;CUFF,FILTER INSULATING -NOMEX FELT COVERED W/SILI;Und;REPUESTOS HOT MELT
5001160;LID AS,DMS05&10,DMIN;Und;REPUESTOS HOT MELT
5000637;TOBERA 1.6 P13;Und;REPUESTOS FINISHING
5001162;SUPRT,PP,DMIN;Und;REPUESTOS HOT MELT
5001163;PANEL ASSY,FRONT,DMINI;Und;REPUESTOS HOT MELT
5001164;STNDOFF,GRD,DMINI;Und;REPUESTOS HOT MELT
5000639;TOBERA DE CHORRO REDONDO;Und;REPUESTOS FINISHING
5001210;TOBERA;Und;REPUESTOS FINISHING
5001211;TOBERA;Und;REPUESTOS FINISHING
5001170;SLOT DIE AS,500MM,EQC,EB;Und;REPUESTOS HOT MELT
5001214;TOBERA;Und;REPUESTOS FINISHING
5001215;TOBERA;Und;REPUESTOS FINISHING
7000152;ENVASE BALA CRISTAL 1 LT VALVULA PUSH;Und;ENVASES  Y EMPAQUES
5000750;SEAL DUAL GPMP OUTLET;Und;REPUESTOS HOT MELT
5001175;POWDER HOSE (MANGUERA);Mts;REPUESTOS FINISHING
3000461;OPTIUM SAE 20W 50 SL x 05 GAL;Und;LUBRICANTES FABRICAD
3000745;VICAFIL TN 2693 x 25 KGS;Und;JABONES TREFILACION
5001179;EPDM COVER GASKET 67000/PP/TULE;Und;RPTO LINEA GALVANICA
5000643;TOBERA FLUJO CIRCULAR;Und;REPUESTOS FINISHING
5000679;TUERCA M48X1.5;Und;REPUESTOS FINISHING
5001228;CBL,EXT,15 FT,DCL ASU/HD;Und;REPUESTOS HOT MELT
5000646;TOPE D35X40-M08/A;Und;REPUESTOS FINISHING
5000164;CONECTOR 45 GRADOS;Und;REPUESTOS HOT MELT
5000648;TORNILLO;Und;REPUESTOS HOT MELT
3000462;OPTIUM SAE 20W 50 SL x 55 GAL;Und;LUBRICANTES FABRICAD
5000649;TORNILLO;Und;REPUESTOS HOT MELT
5000652;TORNILLO  MODULO;Und;REPUESTOS HOT MELT
5000653;TORNILLO BASE MODULO UFD;Und;REPUESTOS HOT MELT
3001344;SERVICIO MANTENIMIENTO PTAR;Und;PLANTA TTO DE AGUAS
5000654;TORNILLO BOQUILLA UFD;Und;REPUESTOS HOT MELT
5000556;RUEDA DE SOPORTE;Und;REPUESTOS FILM MIMA
5000657;TORNILLO DE PRESION M3X8MM;Und;REPUESTOS FINISHING
5000658;TORNILLO DEL MOTOR PRINCIPAL;Und;REPUESTOS FILM MIMA
5000659;TORNILLO GA01/GA02;Und;REPUESTOS FINISHING
3001384;DESENGRASANTE MANOS x 500 GRAMOS;Und;LINEA DESINFECTANTES
5001196;TRIGGER COVER GM03;Und;REPUESTOS FINISHING
5001197;COIL HOSE D100/105 PUR;Und;REPUESTOS FINISHING
5001198;TRIGGER COVER GM03;Und;REPUESTOS FINISHING
5000660;TORNILLO LATERAL BOQUILLA UFD;Und;REPUESTOS HOT MELT
5001200;FLUID BOTTOM HF02-150;Und;REPUESTOS FINISHING
5001203;MANOMETER CONNECTION PIECE;Und;RPTO LINEA GALVANICA
5000661;TORNILLO M08 X 31;Und;REPUESTOS FINISHING
3000854;OPTIUM GUIDE 220 x 05 GAL;Und;LUBRICANTES FABRICAD
5000662;TORNILLO PT;Und;REPUESTOS FINISHING
3000878;ADITIVO G1-A x 1 KGS;Und;ADITIVOS FABRICADOS
5000666;TUBE AIR SOL VLV MBEAD;Und;REPUESTOS HOT MELT
5000667;TUBO DE VENTILACION;Und;REPUESTOS FINISHING
5000669;TUERCA;Und;REPUESTOS FINISHING
3001134;GEL ANTIBACTERIAL x 200 LITROS;UND;LINEA DESINFECTANTES
5000309;INTERRUPTOR KID 2/24V;Und;REPUESTOS FINISHING
5000560;RUEDA TENSORA BASE;Und;REPUESTOS FILM MIMA
5000672;TUERCA DE FILTRO DMM ES;Und;REPUESTOS HOT MELT
5000157;CLAMP RING;Und;REPUESTOS FINISHING
5001220;KIT BASE PRO;Und;REPUESTOS FINISHING
5001221;GUN CONTROL UNIT OPTISTAR CG06 - COMPLETE;Und;REPUESTOS FINISHING
5001222;AUTOMATIC GUN CPL. OPTIGUN-AX16 NEG. GA02-1650;Und;REPUESTOS FINISHING
5000674;TUERCA DE RACOR;Und;REPUESTOS FINISHING
3001184;CINTA TRANSP.48 x 100 INDUSTRIAL (47 Micras);Und;CINTA COMERCIALIZADA
5000676;TUERCA DE RACOR CPL;Und;REPUESTOS FINISHING
5000036;ANODOS NICKEL PARA CELDA HULL;Kg;RPTO LINEA GALVANICA
5001231;PRESSURE CONTROL;Und;REPUESTOS FINISHING
5001232;AIR CONNECTION;Und;REPUESTOS FINISHING
5001389;TAMBOR ROTATIVO CON CAPACIDAD 10 KGS;Und;EQP LINEA GALVANICA
5001421;TOLVA GRANDE;Und;REPUESTOS FINISHING
5000680;TUERCA MODULO;Und;REPUESTOS HOT MELT
5000681;UNIDAD DE CONTROL EQ.DOSIFICADOR CON CU;Und;EQP LINEA GALVANICA
5001236;FILTER INSERT L=1000 D325x1000;Und;REPUESTOS FINISHING
5001237;CENTER POST DISC FILTER 2500 L478,PP;Und;RPTO LINEA GALVANICA
5000682;UNIDAD DE CONTROL OPTI STAR CG07;Und;REPUESTOS FINISHING
5000684;UNIDAD EASY TRONIC DE DEMOSTRACION;Und;REPUESTOS FINISHING
5001239;CBL,EXT,NOR ASU/HD,25FT;Und;REPUESTOS HOT MELT
5001241;PRINT HOLDER CPL GM04;Und;REPUESTOS FINISHING
5001243;GEH MS 200.E kpl.VK  Casing MS 200.E;Und;REPUESTOS HOT MELT
5000685;UNIDAD FILTRO;Und;REPUESTOS FINISHING
5001245;ENCWHLBRKTMT,100PP;Und;REPUESTOS HOT MELT
5001246;SNSR AY,PHOTO EYE,MPC2&2;Und;REPUESTOS HOT MELT
5001247;PUMP ASSY,PISTON,QTRO;Und;REPUESTOS HOT MELT
5001249;HD,SPRY,01,M+BF,00,24,DC;Und;REPUESTOS HOT MELT
5000686;UNION 32 MM,PP;Und;RPTO LINEA GALVANICA
5000196;DISCOS CARBO -PACK 0620 REF NUEVA;Und;RPTO LINEA GALVANICA
3000349;NEGRO ERICROMO x 50 GRS;GRAMOS;REACTIVOS
5000687;VALVE ASSY, MANFLD DRN, CH;Und;REPUESTOS HOT MELT
5000772;FILTER INSERT MAHLE SFR 08;Und;REPUESTOS FINISHING
5000689;VALVULA 3 VIAS ROLLER;Und;REPUESTOS HOT MELT
5000690;VALVULA DE CHEQUE;Und;REPUESTOS HOT MELT
3000229;DESMETALSID EL L x 25 KGS;Und;ADITIVOS FABRICADOS
5001258;BOLSAS CESTAS 40 CM x 15 CM;Und;RPTO LINEA GALVANICA
5001259;PIGTAIL;Und;REPUESTOS HOT MELT
5000047;BLANK, ADY, MR1300 HSUFD;Und;REPUESTOS HOT MELT
5000693;VALVULA PP BOMBA 0310-0620 EPDM CONEXIO;Und;RPTO LINEA GALVANICA
5001262;EXTENSION TUBE GA01/GA02 -1250 OPTIGUN-AX GA03-1300;Und;REPUESTOS FINISHING
3000639;TADAL DIS 14 H x 55 GAL;Und;LUBRICANTES FABRICAD
5001265;PUMP,SINGLE,0.584CC;Und;REPUESTOS HOT MELT
5000844;FILTER UNIT CPL;Und;REPUESTOS FINISHING
3000880;ALLBRITE SATIN SS 30 A x 01 KGS;Und;ADITIVOS FABRICADOS
5001269;O-RING,-024,75DURO,VITON;Und;REPUESTOS HOT MELT
5000430;ORING 044,75 DURO, VITON;Und;REPUESTOS HOT MELT
5001271;"MICRO TOUCHPANEL MC2 12"" MAGIC CONTROL CM10 / CM30";Und;REPUESTOS FINISHING
5000700;VALVULA SOLENOIDE DE 3 VIAS;Und;REPUESTOS HOT MELT
3000565;ROLLO MAQUINA 50x28x1300 BYCSA;Und;ROLLOS FABRICADOS
5001274;BALINERA;Und;REPUESTOS FILM MIMA
5001275;RESISTENCIA ACERO INOX 1500W 80 CM;Und;RPTO LINEA GALVANICA
5000857;LAMINAS HIERRO O ACERO INOXIDABLE;Und;RPTO LINEA GALVANICA
5001277;BALINERA;Und;REPUESTOS FILM MIMA
5001278;BALINERA;Und;REPUESTOS FILM MIMA
5001279;BALINERA;Und;REPUESTOS FILM MIMA
5001280;COLLARES DE FIJACION;Und;REPUESTOS FILM MIMA
5001281;CONO DE POSICIONAMIENTO;Und;REPUESTOS FILM MIMA
5001282;ADAPTADOR INFERIOR DE SOPORTE DE ROLLOS;Und;REPUESTOS FILM MIMA
5001283;O-RING - D46x1.5 MM;Und;REPUESTOS FINISHING
5001284;CAN BUS MODULE - COMPLETE;Und;REPUESTOS FINISHING
5000459;ORING D25.10X1.60;Und;REPUESTOS FINISHING
5001286;GUN CABLE - L=6M, COMPLETE OPTISELECT GM02;Und;REPUESTOS FINISHING
5001287;RESISTENCIA TITANIO 2500W 220V 90 CMS;Und;RPTO LINEA GALVANICA
5001288;DIAFRAGMA DE VITON PARA VALVULA PLASTICA;Und;RPTO LINEA GALVANICA
5000271;FILTRO REGULADOR DE AIRE;Und;REPUESTOS HOT MELT
5001290;TELA POLIESTER x MTS;MTS;RPTO LINEA GALVANICA
5000361;MANGUERA POLVO - 016/23 PUR ANTISTATIC;Mts;REPUESTOS FINISHING
5001292;HOSE CRADLE ASSY;Und;REPUESTOS HOT MELT
5001293;OPTIFEED PP06 POWDER PUMP - COMPLETE;Und;REPUESTOS FINISHING
5001294;HOSE,06X10,240,APPL,NORD R236.-275.,P.375,L2;Und;REPUESTOS HOT MELT
5000698;VALVULA SOLENOIDE 3 VIAS;Und;REPUESTOS HOT MELT
5000699;VALVULA SOLENOIDE A 110V;Und;REPUESTOS HOT MELT
5000916;NEEDLE ASSY,HAND APPL;Und;REPUESTOS HOT MELT
5000701;VARIADOR DE VELOCIDAD;Und;REPUESTOS FILM MIMA
5000702;VARIADOR DE VELOCIDAD MOTOR 1 HP;Und;REPUESTOS FILM MIMA
3001386;DESENGRASANTE MANOS x 02 KG;Und;LINEA DESINFECTANTES
5001227;CBL,SOL VLV,24V,LED FESTO,5M LG;Und;REPUESTOS HOT MELT
5001303;MOTO-REDUCTOR VERTICAL EJES PARALELOS, 220 VAC, 3 FASES, 1 HP;Und;REPUESTOS FILM MIMA
5001305;MAINTENANCE SET FILTER ELEMENT & PINCH AP01.1;Und;REPUESTOS FINISHING
5001306;TARJETA CPU QUATRO-GARANTIA;Und;REPUESTOS HOT MELT
5001307;BOLSA ANODOS 25 cm  x 6 cm 110 cm;Und;RPTO LINEA GALVANICA
3000881;ALLBRITE SATIN SS 30 B x 01 KGS;Und;ADITIVOS FABRICADOS
5001309;OUTLET CAP/LOCKNUT 49000, PP/EXP;Und;RPTO LINEA GALVANICA
5001310;LOCKNUT 6000, PP/EXP;Und;RPTO LINEA GALVANICA
5001311;PRESSURE PLATE 58000, STEEL/EPDM/EXP;Und;RPTO LINEA GALVANICA
3000832;KLEANEX AXW 50 % x 04 KGS;Und;FOSFATOS FABRICADOS
5001313;CAP, SWIRL, .040 X 35DEG;Und;REPUESTOS HOT MELT
3000886;ELECTRO KLEANEX CO x 01 KGS;Und;ADITIVOS FABRICADOS
5001207;TUBO DIFUSOR;Und;REPUESTOS FINISHING
5000704;VENTILADOR (COOLING FAN BG 80);Und;RPTO LINEA GALVANICA
5000413;O-RING # 333 VILTON 70;Und;REPUESTOS HOT MELT
5000706;VLV ASY SOL 24 VDC M5 MB;Und;REPUESTOS HOT MELT
5001318;ASU,16KG,240V,2PP,4H,DYN;Und;REPUESTOS HOT MELT
5000707;WASHER FORNT 1500 MOTOR END GARA;Und;RPTO LINEA GALVANICA
3000887;KLEANEX DEC x 01 GAL;Und;ADITIVOS FABRICADOS
5001320;EXTENSION CPL. 150MM;Und;REPUESTOS FINISHING
5000709;WASHER FRONT 1500 MOTOR END B. 2500;Und;RPTO LINEA GALVANICA
5000710;WIRE TRACK;Mts;REPUESTOS FILM MIMA
3000640;TADAL DIS 1506 IND x 05 GAL;Und;LUBRICANTES FABRICAD
3000888;KLEANEX ZA x 01 KGS;Und;ADITIVOS FABRICADOS
5001326;FRONT PLATE WITH PANEL;Und;REPUESTOS FINISHING
5001327;KIT,APEX,RBLD,STEM ASY;Und;REPUESTOS HOT MELT
3001237;BRONCE BLANCO 81-A x 04 Kg;Und;ADITIVOS FABRICADOS
5000366;MANGUITO;Und;REPUESTOS FINISHING
5000713;BRACKET;Und;REPUESTOS FINISHING
5001330;KIT SOPORTE  ROLLOS;Und;REPUESTOS FILM MIMA
3000491;PASIBRILL BRONCE x 20 LITROS;Und;ADITIVOS FABRICADOS
3001598;ALCOHOL EXTRAPURO X 60 LTS;Und;LINEA DESINFECTANTES
5000656;TORNILLO DE MANIGUETA;Und;REPUESTOS FILM MIMA
5000714;BRAZO GUIA METALICA;Und;REPUESTOS FILM MIMA
5001261;MOTOR 110V PARA TAMBOR ROTATIVO;Und;RPTO LINEA GALVANICA
3000097;BN BASE ST x 01 GAL;Und;ADITIVOS FABRICADOS
5001337;PANTALLA TACTIL;Und;REPUESTOS FILM MIMA
5000717;"CARTUCHOS POLIPROPILENO 1 MICRA 10""";Und;RPTO LINEA GALVANICA
5000718;SACO PARA MEDIR EL POLVO;Und;REPUESTOS FINISHING
5000721;ORING;Und;REPUESTOS HOT MELT
5000719;O-RING;Und;REPUESTOS HOT MELT
5000720;O-RING;Und;REPUESTOS HOT MELT
5000170;CONECTOR MACHO CON PINES;Und;REPUESTOS HOT MELT
3001604;BYC ANTIESPUM X 4 KG;Und;PLANTA TTO DE AGUAS
5000722;ORING;Und;REPUESTOS HOT MELT
5001346;AXIS ADAPTOR V3.0 CPL;Und;REPUESTOS FINISHING
3000748;VICAFIL SL 4604;Und;JABONES TREFILACION
5001347;MOTOR CABLE ZA05/06;Und;REPUESTOS FINISHING
5001348;FLUID-SUCTION-UNIT;Und;REPUESTOS FINISHING
5001349;ENDPLATTE D SEITE;Und;REPUESTOS FINISHING
5001350;AUXILIARY STATION;Und;REPUESTOS FINISHING
5001351;END PLATE U SEITE;Und;REPUESTOS FINISHING
5001352;SOLENOID VALVE;Und;REPUESTOS FINISHING
5001353;CONNECTING CABLE FOR VALVES PP06;Und;REPUESTOS FINISHING
5000723;ORING;Und;REPUESTOS HOT MELT
3001530;FOSFEX 90 LE x 05 GAL COMERCIALIZADO;Und;FOSFATOS COMERCIALIZ
3001354;DETERGENTE LIQUIDO x 500 ML (MSVC);Und;LINEA DESINFECTANTES
3001306;BLANQUEADOR DESINFECTANTE BYC x 01 LITRO;Und;LINEA DESINFECTANTES
5000724;ORING;Und;REPUESTOS HOT MELT
3000643;TADAL LA 340 VZ X 150 KG;Und;LUBRICANTES FABRICAD
5000725;ORING;Und;REPUESTOS HOT MELT
5000726;ORING;Und;REPUESTOS HOT MELT
5000715;BRAZO GUIA METALICO CORTO;Und;REPUESTOS FILM MIMA
3000890;SILVER OLD x 01 LITROS;Und;ADITIVOS FABRICADOS
3000644;TADAL LA 68 SC x 05 GAL;Und;LUBRICANTES FABRICAD
3000892;ELECTRO KLEANEX CO-LE x 01 KGS;KGS;ADITIVOS FABRICADOS
3000897;BYCLENE ZCA x 200 KGS;Und;ADITIVOS FABRICADOS
3000155;CIANURO DE SODIO x 05 KGS;KGS;SALES
3000782;CONDAGLASS VP 600 X KGS;Und;JABONES TREFILACION
5000727;ORING;Und;REPUESTOS HOT MELT
5000596;SOLENOIDES 24VDC (FAMILIA);Und;REPUESTOS HOT MELT
5000728;ORING;Und;REPUESTOS HOT MELT
5000729;"PRESSURE GAUGE CONNECTION PIECE 20 1/2"" NPT";Und;RPTO LINEA GALVANICA
3000898;ALKABRIGHT EICH CARRIER x 1 Gal;Und;ADITIVOS FABRICADOS
3001323;DESENGRASANTE LIQUIDO x 20 LITRO;Und;LINEA DESINFECTANTES
5000994;OPTIFLEX� PRO BASE KIT 2M;Und;EQUIPOS FINISHING
3000697;ULTRA FE x 25 KGS;Und;ADITIVOS FABRICADOS
3000899;ALKABRIGHT EICH BRIGHTENER x 1 Gal;Und;ADITIVOS FABRICADOS
5000778;CHIPS MOLETAS PLAST.JC-36 K;Kg;RPTO LINEA GALVANICA
5000862;TOOTJED WHEELl ZA;Und;REPUESTOS FINISHING
3000031;ALCOHOL ETILICO REACTIVO  X L LT.;LTS;REACTIVOS
3000652;TADALDRAW WF 2B x 01 KGS;Und;LUBRICANTES FABRICAD
3000653;OPTIUM HIDRAFLUID  68 PB x 55 GAL;Und;LUBRICANTES FABRICAD
5000404;NOZ,UFD,HS, 1,SP,REC;Und;REPUESTOS HOT MELT
5001370;VIBRATING MOTOR;Und;REPUESTOS FINISHING
3000654;OPTIUM HIDRAFLUID 10 x 05 GAL;Und;LUBRICANTES FABRICAD
5001397;NOZ,OMEGA12,5,5MM;Und;REPUESTOS HOT MELT
3000655;TADALFLUID BYC 100 x 05 GAL;Und;LUBRICANTES FABRICAD
5000247;ESFERA TEFLON;Und;REPUESTOS FINISHING
5000748;KIT REBUILD PSTN PMP;Und;REPUESTOS HOT MELT
3001371;JABON LIQUIDO PARA MANOS MANZANA VERDE x 01 LITRO;Und;LINEA DESINFECTANTES
5000760;TRIGGER SW ASSY, HA, DCL;Und;REPUESTOS HOT MELT
5000761;O-RING 3X2.2X75D, VITON;Und;REPUESTOS HOT MELT
5000765;LOCKNUT 50000 PP (PP/GV-DOP);Und;RPTO LINEA GALVANICA
3001175;ALCOHOL EXTRAPURO X LITRO;Und;LINEA DESINFECTANTES
5000768;GANCHO (CAMBIABLE);Und;REPUESTOS FINISHING
3000833;VICAFIL DM1 G x 10 KGS;Und;JABONES TREFILACION
3000503;POLVO DE ZINC x 05 KGS;kgs;SALES
3000656;TADALFLUID BYC 32 x 05 GAL;Und;LUBRICANTES FABRICAD
3000312;KLEANEX AD x 20 KGS;Und;ADITIVOS FABRICADOS
5000779;BATERIA SELLADA VRLA AGM MTEK 12V 40A;Und;REPUESTOS FILM MIMA
5001276;VALVE COIL 24 DC;Und;REPUESTOS FINISHING
5000783;DUST PROTECTION;Und;REPUESTOS FINISHING
5000283;GRAPA DE PLASTICO PKS;Und;REPUESTOS FINISHING
5000786;ACCESORIOS HIDRAULICOS (PLANTA TTO AGUA);;PLANTA TTO DE AGUAS
5000787;MOTORES Y MOTOREDUCTORES (PLANTA TTO AGUA);;PLANTA TTO DE AGUAS
5001420;TRIGGER COVER GM04;Und;REPUESTOS FINISHING
5001273;VALVULA DE DESCARGA PARA BOMBA DOSIFICADORA SEKO;Und;RPTO LINEA GALVANICA
3000658;TADALGEAR BYC 150 x 55 GAL;Und;LUBRICANTES FABRICAD
5001425;OPTIFLEX PRO B 230V ELECTR U WITH ONE OPTI PRO GUN;Und;EQUIPOS FINISHING
3000659;TADALGEAR BYC 220 x 55 GAL;Und;LUBRICANTES FABRICAD
3001044;BLUE TRAVALENT CROMATE  x 20 KGS;Und;ADITIVOS FABRICADOS
3000318;KLEANEX DEC x 05 GAL;Und;ADITIVOS FABRICADOS
5000834;EXTENSION TUBE CPL GA 03;Und;REPUESTOS FINISHING
3001544;JABON MULTIUSOS LIMON x 04 LITRO;Und;LINEA DESINFECTANTES
5000807;BOLSAS PARA ANODOS DE ZINC;Und;RPTO LINEA GALVANICA
5000808;DISCOS NYLON 65/32;Und;RPTO LINEA GALVANICA
5000809;GANCHOS DE COBRE EN KGS;KGS;RPTO LINEA GALVANICA
3001478;OPTIUM SAE 15W40 CF x 05 GAL;Und;LUBRICANTES FABRICAD
5000815;CESTAS TITANIO 5CMx25CMx60CM;Und;RPTO LINEA GALVANICA
5000816;SHAFT ASSY,CH PISTON PMP;Und;REPUESTOS HOT MELT
3000177;CLING 12 PULG. CN x  050 MTS;Und;ECOBYC CLING FILM
3000409;OPTIUM ENGRAFLUID 460 x 05 GAL;Und;LUBRICANTES FABRICAD
5000827;TRIGER COVER GM 02;Und;REPUESTOS FINISHING
3000660;TADALGEAR BYC 320 x 55 GAL;Und;LUBRICANTES FABRICAD
5001435;REAR PART CPL GM04;Und;EQUIPOS FINISHING
3000916;OTTONE PASS 2000 LE X 1 GLS;Und;ADITIVOS FABRICADOS
3000661;TADALGEAR BYC 460 x 55 GAL;Und;LUBRICANTES FABRICAD
5001312;MOTOR REDUCTOR  DEL PLATO ENVOLVEDORA DE PALETS MARCA JORES;Und;REPUESTOS FILM MIMA
3001343;ACIDO CLORHIDRICO 0.5 N x LITRO;LTS;REACTIVOS
5001509;FILTER BODY NW 5.5 RED;Und;REPUESTOS FINISHING
3000917;OTTONE PASS 2000 x 01 GAL;Und;ADITIVOS FABRICADOS
3000382;OPTIUM BYC ANTICOR #5 x 55 GAL;Und;LUBRICANTES FABRICAD
7000149;ENVASE GARRAFA 1 LITRO COLORES;Und;ENVASES  Y EMPAQUES
3000664;TADALSINT PHI 68 x 55 GAL;Und;LUBRICANTES FABRICAD
5000208;DISCOS POLIESTER 0310-0620;Und;RPTO LINEA GALVANICA
3001224;TADALSOL S-6 x 55 GAL;Und;LUBRICANTES FABRICAD
3000665;TADALSOL A-4 x 01 GAL;Und;LUBRICANTES FABRICAD
3000926;BYC CROME AM x 05 GAL;Und;ADITIVOS FABRICADOS
5000315;JUNTA;Und;REPUESTOS FINISHING
7000101;DESPERDICO BOLSAS;Kg;OTROS INGRESOS
3000932;PULIBRILL DB 203 x 20 KGS;Und;ADITIVOS FABRICADOS
3000939;PULIBRILL 11 x 20 KGS;Und;ADITIVOS FABRICADOS
5000846;HOSE D06/04 SW;Und;REPUESTOS FINISHING
5000848;FIXING SCREW ZA 02;Und;REPUESTOS FINISHING
5000369;MANGUITO CONEXION;Und;REPUESTOS FINISHING
7000103;RETAL;Kg;OTROS INGRESOS
5000356;MANGUERA D06/04 SW;Und;REPUESTOS FINISHING
5000855;FILTER ASSY,MANIFOLD,QT;Und;REPUESTOS HOT MELT
5000077;BOQUILLA CABEZAL GOMA FRIA;Und;REPUESTOS HOT MELT
3000667;TADALSOL BC-4 x 05 GAL;Und;LUBRICANTES FABRICAD
3000137;BZ AL-C x 05 GAL;Und;ADITIVOS FABRICADOS
5000319;JUNTA ASSE;Und;REPUESTOS FINISHING
3001418;DESENGRASANTE MOTOR x 01 LITRO;Und;LINEA DESINFECCION AUTOMOTRIZ
3001321;DESENGRASANTE LIQUIDO x 01 LITRO;Und;LINEA DESINFECTANTES
5000867;NOZZLE GLASS;Und;REPUESTOS FINISHING
3000562;ROLLO MAQUINA 50x17x1730 BYCSA;Und;ROLLOS FABRICADOS
5000419;ORING 012-70 DURO VITO;Und;REPUESTOS HOT MELT
5000869;O-RING 15000-PUMP CASING 0600, EPDM;Und;RPTO LINEA GALVANICA
5000579;SENSOR PT 100;Und;REPUESTOS HOT MELT
3001419;DESENGRASANTE MOTOR x 04 LITRO;Und;LINEA DESINFECCION AUTOMOTRIZ
3001527;IRID TRIVALENT CROMATE X 20 KG;Und;ADITIVOS FABRICADOS
3000940;BN 83 SUPERBRIGHT X 01 GAL;Und;ADITIVOS FABRICADOS
5000767;AUTOMATIC POWDER GUN OPTIGUN GA;Und;REPUESTOS FINISHING
3001420;DESENGRASANTE MOTOR x 20 LITRO;Und;LINEA DESINFECCION AUTOMOTRIZ
5000525;RACOR SIMPLE D06;Und;REPUESTOS FINISHING
3000948;ACIDO FLUORHIDRICO x 10 Kg;Und;ADITIVOS FABRICADOS
3001421;SHAMPOO CARROCERIA x 01 LITRO;Und;LINEA DESINFECCION AUTOMOTRIZ
5000883;DISCHARGE CHAMBER ASSEMBLY 1040, PP;Und;RPTO LINEA GALVANICA
5001436;TRIGGER CPL. GM04;Und;EQUIPOS FINISHING
3001422;SHAMPOO CARROCERIA x 04 LITRO;Und;LINEA DESINFECCION AUTOMOTRIZ
5000886;HANDLE PIECE GM 01;Und;REPUESTOS FINISHING
5000887;HOSE CONNECTION CPL: D06/04;Und;REPUESTOS FINISHING
3001423;SHAMPOO CARROCERIA x 20 LITRO;Und;LINEA DESINFECCION AUTOMOTRIZ
3001424;SHAMPOO CARROCERIA CON CERA x 01 LITRO;Und;LINEA DESINFECCION AUTOMOTRIZ
3001425;SHAMPOO CARROCERIA CON CERA x 04 LITRO;Und;LINEA DESINFECCION AUTOMOTRIZ
3001426;SHAMPOO CARROCERIA CON CERA x 20 LITRO;Und;LINEA DESINFECCION AUTOMOTRIZ
3001427;SHAMPOO TAPICERIA VEHICULOS x 01 LITRO;Und;LINEA DESINFECCION AUTOMOTRIZ
5001510;FILTER BODY NW 5.5 BLACK;Und;REPUESTOS FINISHING
5000889;TARJETA ELECTR�NICA;Und;REPUESTOS FILM MIMA
3000949;KLEANEX CU x  22.5 KGS;Und;ADITIVOS FABRICADOS
5000890;CONVEYING AIR CONNECTION;Und;REPUESTOS FINISHING
3001428;SHAMPOO TAPICERIA VEHICULOS x 04 LITRO;Und;LINEA DESINFECCION AUTOMOTRIZ
5000381;MAQ.MOVIL MANUAL WRAPMAN 2 MTS;Und;EQUIPOS FILM MIMA
3001429;SHAMPOO TAPICERIA VEHICULOS x 20 LITRO;Und;LINEA DESINFECCION AUTOMOTRIZ
5000891;COMPRESSION SPRING;Und;REPUESTOS FINISHING
5000897;PLASTIC WASHER M12, DIN 125A;Und;RPTO LINEA GALVANICA
5000901;PRESURE GAUGE 0-2.5 BAR SS/COAT;Und;RPTO LINEA GALVANICA
3000860;VICAFIL SALVIA 2 x 19.5 KGS;Und;JABONES TREFILACION
5000902;ADAPTER FOR PRESSURE GAUGE, SM FILTER;Und;RPTO LINEA GALVANICA
3001430;SILICONAS PARTES PLASTICAS x 500 ML;Und;LINEA DESINFECCION AUTOMOTRIZ
